Event ID,Ticket Number,Incident ID,Charger,Serial / Main Asset,Outlet,Fault Codes,Suggested Failure Date,Failure Date Source,Ticket Created,First CableTempSensor Evidence Date,Template yyyy-mm-dd (Review Only),Suggested Label,Confidence Reason,Final Label,Manual Failure Date,Possible Duplicate <=30d,Duplicate Group,Another Event <=90d,Title,Description,Root Cause,Solution,Repair Completed,Repair Evidence Date,Repair Evidence,Fault Flags,Multi-Fault Ticket,Other DC Fault Codes,Match Locations,First CableTempSensor Evidence,Match Count,JSON File
0407864_DC1,0407864,3fd27d8d-b3ee-ef11-a81c-6045bddfc085,OWlkix,MP / R0 170002824,DC1,DC1_CABLETEMPSENSOR_XD100,2025-02-19T11:20:42Z,ticket_created,2025-02-19T11:20:42Z,2025-02-19T11:20:42Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; completed repair/resolution evidence,,,,,,ID0407864-DC/Si-D/UK[170002824] - DC1_CableTempSensor_XD100,"Reported behaviour/issue:
All outlets out of order due to DC1_CableTempSensor_XD100 and DC2_CableTempSensor_XD101
Root cause:
Water ingress
Solution:
Replace CCS cables
Note to QM in timeline",Water ingress,Replace CCS cables Note to QM in timeline,Yes,2025-03-06T08:55:55Z,"hm XD16:8D to XD16:6D = 172 Ohm XD10:7B to XD10:5B = 237.5 Ohm XD10:8D to XD10:6D = 33.8 Ohm If the problem was not with the KF14 and the small parts (connectors/wirings → very unlikely), we checked for any signs of issues with the plug itself and we found that the cable was filled with water. (Video attached) As such, we proceed to replace 1 CCS to confirm if this was indeed the problem and after the replacement it was working properly. Then we replaced the 2nd plug and it was also working. Also, we left the new KF14 on the charger as you deemed unworthy to put back the old one. To be clear, since we didn't test the old one, it won't be elegible for warranty for now. Nevertheless you get to keep a spare KF14 in case you face any other issue related to the StateMonitor. Thank you very much for your time and dedication. Always a pleasure working with you guys. See you on the next ticket. Best regards, Francisco",,No,,additional_info[1].subject; additional_info[3].subject; additional_info[5].body; description; title,ID0407864-DC/Si-D/UK[170002824] - DC1_CableTempSensor_XD100 Reported behaviour/issue: All outlets out of order due to DC1_CableTempSensor_XD100 and DC2_CableTempSensor_XD101 Root cause: Water ingress Solution: Replace CCS cables Note to QM in timeline,5,3fd27d8d-b3ee-ef11-a81c-6045bddfc085.json
0407864_DC2,0407864,3fd27d8d-b3ee-ef11-a81c-6045bddfc085,OWlkix,MP / R0 170002824,DC2,DC2_CABLETEMPSENSOR_XD101,2025-02-19T11:20:42Z,ticket_created,2025-02-19T11:20:42Z,2025-02-19T11:20:42Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; completed repair/resolution evidence,,,,,,ID0407864-DC/Si-D/UK[170002824] - DC1_CableTempSensor_XD100,"Reported behaviour/issue:
All outlets out of order due to DC1_CableTempSensor_XD100 and DC2_CableTempSensor_XD101
Root cause:
Water ingress
Solution:
Replace CCS cables
Note to QM in timeline",Water ingress,Replace CCS cables Note to QM in timeline,Yes,2025-03-06T08:55:55Z,"hm XD16:8D to XD16:6D = 172 Ohm XD10:7B to XD10:5B = 237.5 Ohm XD10:8D to XD10:6D = 33.8 Ohm If the problem was not with the KF14 and the small parts (connectors/wirings → very unlikely), we checked for any signs of issues with the plug itself and we found that the cable was filled with water. (Video attached) As such, we proceed to replace 1 CCS to confirm if this was indeed the problem and after the replacement it was working properly. Then we replaced the 2nd plug and it was also working. Also, we left the new KF14 on the charger as you deemed unworthy to put back the old one. To be clear, since we didn't test the old one, it won't be elegible for warranty for now. Nevertheless you get to keep a spare KF14 in case you face any other issue related to the StateMonitor. Thank you very much for your time and dedication. Always a pleasure working with you guys. See you on the next ticket. Best regards, Francisco",,No,,additional_info[1].subject; additional_info[3].subject; additional_info[5].body; description; title,ID0407864-DC/Si-D/UK[170002824] - DC1_CableTempSensor_XD100 Reported behaviour/issue: All outlets out of order due to DC1_CableTempSensor_XD100 and DC2_CableTempSensor_XD101 Root cause: Water ingress Solution: Replace CCS cables Note to QM in timeline,5,3fd27d8d-b3ee-ef11-a81c-6045bddfc085.json
0407093_DC2,0407093,438b1342-d39d-4aa8-b634-c98279a7fa0b,cQKZW3,"MP / P1 170000128,MP / P1 170000128",DC2,DC2_CABLETEMPSENSOR_XD101,2025-02-17T05:02:17Z,ticket_created,2025-02-17T05:02:17Z,2025-02-17T05:02:17Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; diagnostic fault flags,,,Yes,DUP_0003,Yes,ID0406839-DC/Si-D/RO[170000128] - DC2_CableTempSensor_XD101-(C1),"Reported behaviour/issue:
Charging sessions aborted
Root cause:
DC2_CableTempSensor_XD101
Solution:
Notes: charger is out of warranty. First analysis and action items provided to the region.",DC2_CableTempSensor_XD101,Notes: charger is out of warranty. First analysis and action items provided to the region.,No,,,VIV:0; PLE:1; KON:1,No,,additional_info[0].body; additional_info[2].body; additional_info[2].subject; description; title,ID0406839-DC/Si-D/RO[170000128] - DC2_CableTempSensor_XD101-(C1) Reported behaviour/issue: Charging sessions aborted Root cause: DC2_CableTempSensor_XD101 Solution: Notes: charger is out of warranty. First analysis and action items provided to the region.,5,438b1342-d39d-4aa8-b634-c98279a7fa0b.json
0406839_DC2,0406839,05846af3-c577-43e2-b743-f2530efe9663,cQKZW3,MP / P1 170000128,DC2,DC2_CABLETEMPSENSOR_XD101,2025-02-14T10:57:24Z,ticket_created,2025-02-14T10:57:24Z,2025-02-14T10:57:24Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; diagnostic fault flags; completed repair/resolution evidence,,,Yes,DUP_0003,Yes,ID0406839-DC/Si-D/RO-[MP / P1 170000128] -DC2_CableTempSensor_XD101,"Reported behaviour/issue:
Charging sessions aborted
Root cause:
DC2_CableTempSensor_XD101
Solution:
On DAMEX Sanctioned List:
Siemens
Warranty Status:
Expired
BS: 02/17/2025-→Child case #0407093 created.",DC2_CableTempSensor_XD101,On DAMEX Sanctioned List: Siemens,Yes,2025-10-18T12:01:20Z,"RE: 0406839 - ID0406839-DC/Si-D/RO-[MP / P1 170000128] -DC2_CableTempSensor_XD101 CRM:00362000127 Hello Michele, Ticket can be closed. No follow-up actions pending. The issue was a fuse which we replaced with a copper bar and that fixed the charging issue. - Traian",VIV:0; PLE:1; KON:1,No,,additional_info[1].body; additional_info[1].subject; additional_info[2].body; additional_info[3].subject; additional_info[4].subject; additional_info[5].subject; additional_info[6].body; additional_info[6].subject; additional_info[7].subject; additional_info[8].subject; description; title,ID0406839-DC/Si-D/RO-[MP / P1 170000128] -DC2_CableTempSensor_XD101 Reported behaviour/issue: Charging sessions aborted Root cause: DC2_CableTempSensor_XD101 Solution: On DAMEX Sanctioned List: Siemens Warranty Status: Expired BS: 02/17/2025-→Child case #0407093 created.,12,05846af3-c577-43e2-b743-f2530efe9663.json
0406667_UNKNOWN,0406667,0c45b7fc-3042-48da-98dd-5c52d6c8cd84,acno33,MP / P8 170000824,,,2025-02-13T16:25:14Z,ticket_created,2025-02-13T16:25:14Z,2025-02-13T16:25:14Z,,POSITIVE_MEDIUM,completed repair/resolution evidence,,,,,,ID0406667-DC/Si-D/FI[acno33] - DC3 numerous CableTempSensor different exceedance,"Location:
Lahti Karisma.
Root cause:
DC3 has numerous CableTempSensor different exceedance last 4 week.
Solution:  DC3 cable replaced 26.2.2025",DC3 has numerous CableTempSensor different exceedance last 4 week.,DC3 cable replaced 26.2.2025,Yes,2025-02-13T20:59:15Z,"RE: ID0406667-DC/Si-D/FI[acno33] - DC3 numerous CableTempSensor different exceedance CRM:00645000964 Hi, DC3 ccs2 cable is original and has not been replaced yet. DC4 cable has been replaced 6month ago. DC3 cable has been in use around 1 year. Markus",,No,,additional_info[10].body; additional_info[10].subject; additional_info[4].body; additional_info[4].subject; additional_info[5].subject; additional_info[6].subject; additional_info[8].body; additional_info[8].subject; additional_info[9].body; description; title,ID0406667-DC/Si-D/FI[acno33] - DC3 numerous CableTempSensor different exceedance Location: Lahti Karisma. Root cause: DC3 has numerous CableTempSensor different exceedance last 4 week. Solution: DC3 cable replaced 26.2.2025,11,0c45b7fc-3042-48da-98dd-5c52d6c8cd84.json
0405870_DC2,0405870,7e1013aa-57e8-ef11-9342-6045bdde1b10,9w2G1G,MP / R9 170002764,DC2,DC2_CABLETEMPSENSOR_XD101,2025-02-11T16:23:26Z,additional_info,2025-02-11T09:07:54Z,2025-02-11T16:23:26Z,,REVIEW,CableTempSensor appears only in timeline content,,,,,,ID0405870-DC/Si-D/DE-[MP / R9 170002764] Outlet 2 unavailable,"Reported behavior/issue:
Outlet 2 unavailable
Root cause:
Solution:
On DAMEX Sanctioned List: No
Warranty Status:Active 11/1/2025",Solution:,On DAMEX Sanctioned List: No,No,,,,No,,additional_info[4].body,"L2-->L3: Suspected Root Cause: DC2_CableTempSensor_XD101 Problem Description: Outlet 2 unavailable Action Performed (L2): Performed reboot Charger SW Version: v6.0.3-0-g215cb74 Reason for Handover (L3 ): As per the product issue report, handing over the case to ES",1,7e1013aa-57e8-ef11-9342-6045bdde1b10.json
0403960_DC1,0403960,bf336155-3688-42b8-a0c1-bff9cfcb9a3e,qucoaa,Y2 / S0 313971733010,DC1,DC1_CABLETEMPSENSOR_XD100,2025-02-04T06:50:02Z,ticket_created,2025-02-04T06:50:02Z,2025-02-04T06:50:02Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; sensor/troubleshooting evidence; completed repair/resolution evidence,,,,,,ID0403960-DC/Si-D/TR-[Y2/S0 313971733010] DC1_CableTempSensor_XD100,"Reported behavior/issue:
There is “DC1_CableTempSensor_XD100” error. Outlet 1 is out of service.
Root cause:
Solution:
Replaced the cable with new one
On DAMEX Sanctioned List:
Warranty Status:
Active_19/11/2026",Solution: Replaced the cable with new one,Replaced the cable with new one,Yes,2025-02-18T11:43:51Z,"ID0403960-DC/Si-D/TR-[Y2/S0 313971733010] DC1_CableTempSensor_XD100 CRM:00642002044 Dear Mert Kanneci, Thanks for your support and patience, according to our records your issue/query has been resolved for case # 0403960, and the case is now closed. Problem Description : DC1_CableTempSensor_XD100 Resolution : Replaced the cable with new one If you need any further assistance, please do reach back out to us by submitting a new request at www.siemens.com/emobility-service-request Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Mohini Patil Please do not change the subject of this Email when replying to it.",,No,,additional_info[3].body; additional_info[3].subject; additional_info[4].body; additional_info[4].subject; additional_info[5].subject; additional_info[6].body; additional_info[6].subject; additional_info[7].body; description; title,ID0403960-DC/Si-D/TR-[Y2/S0 313971733010] DC1_CableTempSensor_XD100 Reported behavior/issue: There is “DC1_CableTempSensor_XD100” error. Outlet 1 is out of service. Root cause: Solution: Replaced the cable with new one On DAMEX Sanctioned List: Warranty Status: Active_19/11/2026,10,bf336155-3688-42b8-a0c1-bff9cfcb9a3e.json
0403822_DC1,0403822,a7436695-31e2-ef11-8eea-000d3ab4d5d3,n7Khya,MP / R4 170001623,DC1,DC1_CABLETEMPSENSOR_XD100,2025-02-03T13:20:10Z,ticket_created,2025-02-03T13:20:10Z,2025-02-03T13:20:10Z,,POSITIVE_MEDIUM,exact CableTempSensor fault code in title/description,,,,,,ID0403822-DC/Si-D/BE-[MP / R4 170001623] DC1_CableTempSensor_XD100,"Reported behavior/issue:
DC1_CableTempSensor_XD100
Root cause: NA
Solution: Information provided
On DAMEX Sanctioned List: no
Warranty Status: 4/24/2025",NA,Information provided,No,,,,No,,additional_info[2].body; additional_info[3].body; additional_info[3].subject; additional_info[4].body; additional_info[4].subject; additional_info[5].body; additional_info[5].subject; additional_info[6].body; description; title,ID0403822-DC/Si-D/BE-[MP / R4 170001623] DC1_CableTempSensor_XD100 Reported behavior/issue: DC1_CableTempSensor_XD100 Root cause: NA Solution: Information provided On DAMEX Sanctioned List: no Warranty Status: 4/24/2025,10,a7436695-31e2-ef11-8eea-000d3ab4d5d3.json
0401695_UNKNOWN,0401695,a7dda22a-5ad9-ef11-8eea-000d3ab009dd,AU4zn6,MP / R1 170001368,,,2025-01-30T15:05:16Z,additional_info,2025-01-23T07:17:59Z,2025-01-30T15:05:16Z,,REVIEW,failure/error language,,,,,,ID0401695-DC/Si-D/PL - [AU4zn6] Commissioning support required,"Reported behavior/issue:
during commissiong indicate the two error flags of bender. On BC1 and BC2 so out was out of order. Now the charger is off becouse of reactive power. The client checked the connections as the charger is very far from our office. It appears to be ok. We also checked the bender configurations and their addresses.
Root cause:
Solution:
On DAMEX Sanctioned List: No
Warranty Status:
Active",Solution:,On DAMEX Sanctioned List: No,No,,,,No,,additional_info[8].body,After bootup the charger this is the active flags: DC2 CableTempSensor is toggling. FW v2.5.9,1,a7dda22a-5ad9-ef11-8eea-000d3ab009dd.json
0403039_DC1,0403039,e7bef1b8-96c4-4d9e-9574-e552bbd8fe12,rIfXFP,Y2 / S3 313586575004,DC1,DC1_CABLETEMPSENSOR_XD100,2025-01-30T07:52:31Z,ticket_created,2025-01-30T07:52:31Z,2025-01-30T07:52:31Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; diagnostic fault flags; completed repair/resolution evidence,,,,,,ID0403039-DC/Si-D/SE [Y2/S3 313586575004] DC1_CableTempSensor_XD100 Error,"Reported behavior/issue: DC1_CableTempSensor_XD100    PLC    DEVICE    true    VIV:0 RNE:1 KON:1
Root cause:
Solution:",Solution:,,Yes,2025-01-30T09:21:18Z,"/Serial No. : rIfXFP Problem Description : DC1_CableTempSensor_XD100 Troubleshooting : I checked your charger's outlet 1 and here is the graph of the resistance: As you can see there seems to be something wrong either with the temperature sensor or the connections to the StateMonitor. Please schedule a site visit and confirm the resistance from these points: If the values are indeed above expected the temperature sensor is broken and needs to be replaced (whole cable). If the readings are correct from XD10 until the StateMonitor then please try and use a non-used connector that you can find in the StateMonitor and swap it. If it still doesn't work we might have a faulty StateMonitor (unlikely since DC2 is working but you never know). I recommend you to replace components as you need. Please provide the evidence for the replacements. For future reference, your case number is 0403039 , please do refer to this in all further communication regarding this issue. We thank you for your time and patience in advance. With best regards, eMobility Tech Support Team - Francisco de Matos Joaquim Please do not change the subject of this",VIV:0; RNE:1; KON:1,No,,additional_info[2].body; additional_info[2].subject; additional_info[3].subject; description; title,ID0403039-DC/Si-D/SE [Y2/S3 313586575004] DC1_CableTempSensor_XD100 Error Reported behavior/issue: DC1_CableTempSensor_XD100 PLC DEVICE true VIV:0 RNE:1 KON:1 Root cause: Solution:,5,e7bef1b8-96c4-4d9e-9574-e552bbd8fe12.json
0402901_DC2,0402901,34bbeee1-42de-ef11-8ee9-002248a0b76d,iHgpI3,MP / PD 170001325,DC2,DC2_CABLETEMPSENSOR_XD101,2025-01-29T13:14:02Z,ticket_created,2025-01-29T13:14:02Z,2025-01-29T13:14:02Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; completed repair/resolution evidence,,,,,,ID0402901-DC/Si-D/BE-[MP / PD 170001325]- Outlets Out of Order,"Reported behavior/issue:  Outlet's Out of Order
Root cause:
DC2_CableTempSensor_XD101
Solution:
On DAMEX Sanctioned List:
Warranty Status: Valid till 10 Feb 2025",DC2_CableTempSensor_XD101,On DAMEX Sanctioned List:,Yes,2025-02-18T11:20:41Z,"RE: ID0402901-DC/Si-D/BE-[MP / PD 170001325]- issue with both plugs CRM:01282000801 Good afternoon, The cable was replaced, but the problem was not solved. Could you do a technical analysis? Kind regards, Monica Iovine Heliox Service Department support@heliox-energy.com",,No,,description,ID0402901-DC/Si-D/BE-[MP / PD 170001325]- Outlets Out of Order Reported behavior/issue: Outlet's Out of Order Root cause: DC2_CableTempSensor_XD101 Solution: On DAMEX Sanctioned List: Warranty Status: Valid till 10 Feb 2025,1,34bbeee1-42de-ef11-8ee9-002248a0b76d.json
0402796_DC1,0402796,63ab38ad-afd4-4b57-9884-a8f255d42a48,gCL8GH,MP / R5 170001802,DC1,DC1_CABLETEMPSENSOR_XD100,2025-01-29T09:34:22Z,ticket_created,2025-01-29T09:34:22Z,2025-01-29T09:34:22Z,,POSITIVE_MEDIUM,failure/error language; diagnostic fault flags,,,,,,ID0402796-DC/Si-D/DK-[gCL8GH] PLC-Error-Flag CableTempSensor error,"Reported behavior/issue:
PLC-Error-Flag CableTempSensor error
Root cause:
Solution:
On DAMEX Sanctioned List:  Siemens Employee
Warranty Status: Active",Solution:,On DAMEX Sanctioned List: Siemens Employee,No,,,VIV:0; PLE:1; KON:1,No,,additional_info[10].subject; additional_info[4].body; additional_info[5].body; additional_info[8].body; additional_info[8].subject; description; title,ID0402796-DC/Si-D/DK-[gCL8GH] PLC-Error-Flag CableTempSensor error Reported behavior/issue: PLC-Error-Flag CableTempSensor error Root cause: Solution: On DAMEX Sanctioned List: Siemens Employee Warranty Status: Active,7,63ab38ad-afd4-4b57-9884-a8f255d42a48.json
0402796_DC2,0402796,63ab38ad-afd4-4b57-9884-a8f255d42a48,gCL8GH,MP / R5 170001802,DC2,DC2_CABLETEMPSENSOR_XD101,2025-01-29T09:34:22Z,ticket_created,2025-01-29T09:34:22Z,2025-01-29T09:34:22Z,,POSITIVE_MEDIUM,failure/error language; diagnostic fault flags,,,,,,ID0402796-DC/Si-D/DK-[gCL8GH] PLC-Error-Flag CableTempSensor error,"Reported behavior/issue:
PLC-Error-Flag CableTempSensor error
Root cause:
Solution:
On DAMEX Sanctioned List:  Siemens Employee
Warranty Status: Active",Solution:,On DAMEX Sanctioned List: Siemens Employee,No,,,VIV:0; PLE:1; KON:1,No,,additional_info[10].subject; additional_info[4].body; additional_info[5].body; additional_info[8].body; additional_info[8].subject; description; title,ID0402796-DC/Si-D/DK-[gCL8GH] PLC-Error-Flag CableTempSensor error Reported behavior/issue: PLC-Error-Flag CableTempSensor error Root cause: Solution: On DAMEX Sanctioned List: Siemens Employee Warranty Status: Active,7,63ab38ad-afd4-4b57-9884-a8f255d42a48.json
0402339_DC2,0402339,e00843ac-aedc-ef11-8eea-000d3ab009dd,GMhtnQ,MP / R5 170001890,DC2,DC2_CABLETEMPSENSOR_XD101,2025-01-27T13:00:30Z,ticket_created,2025-01-27T13:00:30Z,2025-01-27T13:00:30Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language,,,Yes,DUP_0012,Yes,ID0402339-DC/Si-D/DE[170001890] - Outlet 2 unavailability,"Reported behaviour/issue:
Charging point 2 changes to Unavailable every few minutes.
Root cause:
DC2_CableTempSensor_XD101
Solution:
No active error flag now
On DAMEX Sanctioned List:
No
Warranty Status:
Active",DC2_CableTempSensor_XD101,No active error flag now,No,,,,No,,additional_info[4].body; description,ID0402339-DC/Si-D/DE[170001890] - Outlet 2 unavailability Reported behaviour/issue: Charging point 2 changes to Unavailable every few minutes. Root cause: DC2_CableTempSensor_XD101 Solution: No active error flag now On DAMEX Sanctioned List: No Warranty Status: Active,2,e00843ac-aedc-ef11-8eea-000d3ab009dd.json
0402279_DC1,0402279,82f8c079-96dc-ef11-8ee9-002248a0b76d,mtdGiB,Y2 / PN 312562229/05,DC1,DC1_CABLETEMPSENSOR_XD100,2025-01-27T10:07:20Z,ticket_created,2025-01-27T10:07:20Z,2025-01-27T10:07:20Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; completed repair/resolution evidence,,,,,,ID0402279-DC/SI-D/FR[mtdGiB] - DC1_CableTempSensor_XD100,"Reported behaviour/issue:
DC1_CableTempSensor_XD100
Root cause:
Possible cable faulty
Solution:
On DAMEX Sanctioned List:
No
Warranty Status:
Expired",Possible cable faulty,On DAMEX Sanctioned List: No,Yes,2025-02-12T12:23:59Z,"Hello, The defective cable has been replaced, and the charging station is now fully operational. This ticket will therefore be closed. Best regards, Ramdane",,No,,additional_info[2].body; additional_info[2].subject; additional_info[3].body; additional_info[3].subject; description; title,ID0402279-DC/SI-D/FR[mtdGiB] - DC1_CableTempSensor_XD100 Reported behaviour/issue: DC1_CableTempSensor_XD100 Root cause: Possible cable faulty Solution: On DAMEX Sanctioned List: No Warranty Status: Expired,6,82f8c079-96dc-ef11-8ee9-002248a0b76d.json
